host_id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count
88151605,0,,,0,1
310514687,0,,,0,1
503424150,0,,,0,1
456812428,1,1,1,0,2
171180630,0,1,0.98,0,10
64550107,0,1,1,1,1
90057951,0,,0.75,0,2
199294415,0,1,0.97,0,2
126044999,3,0.4,1,0,5
237686624,0,1,1,1,1
303331940,0,,1,0,1
175378271,2,1,0.86,1,1
438223536,0,1,1,1,1
16722030,1,1,0.8,0,3
255238813,0,1,1,1,2
10722835,1,1,0.75,0,3
21942821,0,,,0,1
44626410,0,,1,1,5
76628867,3,0.43,0.56,0,1
145513326,2,0.67,0,0,1
429449329,1,1,1,0,3
1411978,0,,0.75,0,3
274837290,0,1,1,1,3
2721635,0,1,0.92,1,1
441815654,0,,,0,1
429942425,1,1,0.93,1,3
16153415,1,1,0.88,0,4
50250701,0,,1,0,3
64764471,0,1,0.96,1,4
64354473,0,,,0,2
415153277,0,1,0.98,1,1
428879902,0,1,0.97,1,3
115877484,1,1,0.96,0,6
45480727,0,1,0.97,1,3
30741274,0,1,0.99,1,2
480024834,0,1,0.92,0,1
51868742,0,1,1,0,2
130848099,0,,,0,1
29104708,2,1,0.93,0,3
32535109,0,0.86,0.89,1,3
69128819,0,,,0,2
333496174,0,1,1,0,1
49962634,2,0.5,,0,1
459573992,2,1,0.96,0,1
3180985,0,1,0.58,0,1
95688190,0,1,1,0,3
340427398,0,1,0.98,1,5
416215417,0,,,0,2
2633895,0,,,0,2
45841322,0,1,0.96,1,1
17888010,0,1,0.97,1,1
60398970,0,1,0.75,0,1
44112487,0,1,0.97,1,4
425516140,0,1,1,0,1
183105016,0,,,0,1
228144065,0,1,1,1,1
479820765,0,1,1,0,1
32239979,0,1,0.98,1,1
195096815,0,1,0.98,1,3
397816331,0,,,0,1
47020596,1,1,1,0,1
23913626,0,,,0,1
294444046,0,1,0.99,1,1
452797239,1,1,0.67,0,1
480526397,0,1,0.95,1,2
10243617,3,0,,0,5
420700240,1,1,0.95,1,1
3211407,0,1,0.85,1,4
91187617,0,1,1,1,1
66954947,1,1,0.99,1,2
75149,0,0.95,1,1,1
215731778,0,0.57,1,0,2
48006062,0,1,1,1,1
270597082,0,1,0.98,1,1
49136467,0,1,0.74,0,4
181708548,0,1,0.96,1,3
17308502,0,,,0,1
85185101,1,0.92,1,0,1
231470553,0,1,0.97,1,3
420869923,0,1,1,0,1
503744323,0,,,0,2
424895695,0,1,0.97,0,2
17513932,0,1,1,0,5
122672624,0,1,1,0,1
301406729,0,1,1,1,1
1468480,1,1,1,0,1
325921284,0,,1,0,12
222808485,1,0.8,1,0,10
148261207,0,1,0.99,1,7
223714049,0,1,1,0,1
437956209,0,1,1,1,1
35472136,0,1,1,1,1
339677894,0,1,1,1,4
6842396,0,1,1,1,5
349789376,2,1,1,0,2
6216062,0,1,0.97,0,1
61720332,0,0.89,0.84,1,4
49671413,0,1,1,0,1
84994691,0,1,1,0,3
390527722,0,1,1,0,1
178716544,0,1,1,0,1
22107776,2,1,1,1,1
193049559,0,1,0.96,0,2
227491665,0,,,0,48
210128082,1,1,0.99,0,1
442925158,0,,1,0,1
97533233,0,1,1,0,1
42747066,0,0.98,1,1,8
488247416,2,0.73,1,0,1
1534515,1,1,0.78,1,5
33951343,0,,,0,5
111954215,2,1,1,0,2
39831552,0,,,0,1
149441526,0,,,0,1
10456943,2,0.9,0.74,0,5
41481451,0,1,0.98,1,4
447779788,1,0.75,0.2,0,1
156676669,0,,,0,1
49456003,0,,,0,1
95159390,0,,,0,3
79067759,2,1,0.75,1,1
15568503,0,1,,0,4
3510476,0,1,1,0,8
13858127,1,1,0.7,0,3
201681711,0,1,0.92,0,1
30672641,0,1,0.98,0,1
292544798,0,1,0.97,0,12
140155616,0,,,0,1
73570721,0,1,0.97,1,1
498368169,0,,,0,2
15579637,1,1,0.79,1,1
6069038,0,,,0,1
97516246,0,1,0.98,0,17
369913622,2,1,1,1,1
437973869,0,,,0,2
77924322,0,1,0.98,0,3
472379916,0,1,0.91,0,1
21981097,1,1,0.33,0,1
371228688,0,1,0.99,1,1
173093409,0,1,,0,1
178808059,0,1,1,0,3
58879876,0,1,1,0,3
31040659,0,,,0,1
341439362,2,0.75,1,0,1
184271319,0,1,1,1,1
1406222,0,1,0.92,0,5
491200440,0,1,1,0,1
429680740,1,1,1,1,2
68717662,0,,,0,2
13813462,0,0.9,0.83,0,8
3062206,0,,0.92,0,2
357900028,0,1,1,0,1
48816125,0,,,0,1
86413741,0,,,0,2
10456679,0,,,0,1
925395,0,,0.75,0,3
455865829,0,1,,0,1
33215129,0,1,0.77,1,1
31795804,2,1,1,0,6
166477831,0,,,0,3
40316530,0,1,0.99,1,2
106861204,0,1,0.97,1,2
327164754,1,1,1,1,4
436086842,0,1,1,1,1
412543443,0,1,1,1,5
11341922,1,1,,0,18
119316616,0,,0.67,0,1
15568415,3,0,,0,1
31148752,0,,,0,625
3873030,1,1,0.79,1,3
5488355,0,,,0,1
16465779,0,,0.89,0,1
228902762,0,1,0.99,1,18
374467018,0,,1,0,2
3103615,1,1,0.5,0,1
349204915,0,1,1,0,1
212887088,0,1,0.98,0,1
241541836,0,,,0,3
485860933,0,,1,0,2
19748610,0,,,0,5
250199866,0,,,0,3
22369583,0,,0.5,0,1
25953178,0,,0,0,2
110357875,0,,,0,1
352806688,1,1,1,0,1
11760479,0,1,0.88,1,1
308318593,0,,,0,2
1919796,0,,0.83,0,1
710992,2,1,1,0,1
422095150,0,1,0.95,1,6
235531988,0,1,1,1,1
6823847,0,1,1,0,1
255250211,0,1,0.98,0,2
420149433,0,1,0.91,0,3
326747559,3,0.25,1,0,1
139652906,0,,0.91,0,2
18287460,0,,,0,1
275668050,0,,,0,1
18601971,1,1,0.75,0,1
435416076,2,1,1,0,1
132403659,0,1,0.98,1,2
424895375,0,0.93,0.96,0,3
56789105,0,,,0,2
29885696,2,0.75,,0,1
462588250,1,1,1,0,1
59926136,0,,1,0,1
499120012,0,1,,0,2
101616938,0,1,1,1,4
253234027,1,1,0.75,0,1
38766746,2,1,1,1,2
65153765,1,0.89,0.97,1,2
37892204,0,,,0,5
131919012,0,1,1,0,4
106925962,1,1,0.86,1,2
467200139,0,1,1,0,1
20482275,0,1,1,1,2
31598786,2,1,1,0,2
4365194,0,1,0.99,1,5
214316192,0,,,0,1
37848733,0,,,0,1
483389959,0,1,1,0,1
376660972,0,0.96,0.99,0,7
3472645,1,1,1,1,6
40876325,0,1,1,1,1
480154202,0,1,1,1,1
88307083,0,1,1,0,1
178850833,0,1,0.63,0,7
185353123,0,1,1,0,2
51158268,0,,1,0,1
39826194,0,0.95,0.97,1,11
5589528,0,1,1,1,2
2026400,0,1,1,0,7
310804851,0,1,1,0,1
140132090,0,1,1,0,3
45227868,1,1,0.76,1,2
36856312,0,,,0,1
258276111,1,1,0.9,1,1
440310970,0,1,1,1,2
308172942,0,1,0.96,0,2
1103973,1,1,1,1,1
449467058,0,1,1,1,4
70214087,0,,,0,2
107506558,0,,,0,1
160393302,0,1,1,1,3
64975150,2,0.88,0.63,0,1
11313143,0,1,0.85,0,2
455563163,0,1,1,1,1
103748804,0,,,0,1
420983327,0,1,1,1,1
34066473,2,0.5,1,0,1
40540000,0,1,1,0,2
4365606,0,,0.67,0,2
92730395,0,,,0,1
16900942,0,,,0,1
83187571,1,1,1,0,1
32769835,3,0,,0,1
5555726,1,1,1,1,2
1183901,1,1,1,0,1
148471476,0,1,0.98,1,5
108578367,0,,,0,2
253128090,0,1,0.97,0,23
16761185,0,,1,0,3
237021269,2,1,,0,1
425940284,0,1,0.97,0,3
22421813,0,1,0.67,1,1
10974750,0,1,1,0,1
127048624,0,1,0.96,1,2
393474623,0,1,1,0,14
44100648,0,,,0,1
19302673,1,1,0.53,1,8
28195241,0,1,0.99,1,65
30779928,3,0,0,0,8
201892210,0,1,0.67,1,1
14594741,0,1,0.9,1,4
141185898,0,,,0,1
346084686,2,0.71,0.82,0,15
193508921,0,1,0.96,1,2
165665862,0,1,1,0,2
216600947,3,0,,0,5
46432497,0,1,0.87,1,1
136029838,0,1,0.98,0,2
172746749,0,,,0,1
7527138,0,1,1,0,3
6708014,0,1,1,1,1
148315026,0,,1,0,1
165857246,0,1,0.99,1,12
71395913,0,,,0,3
27312862,0,1,0.9,0,1
401052173,0,1,0.36,0,15
454212548,0,1,0.97,1,1
154486884,0,1,1,1,2
143744,0,,,0,2
462086551,0,,1,0,1
662129,1,1,0.99,1,2
1454964,0,0.97,0.99,0,35
461362237,0,0.9,0.98,0,2
59819747,3,0,0.5,0,2
237322230,0,1,0.99,1,2
709781,2,0.5,,0,1
5441093,0,0.93,0.85,1,5
188775687,1,0.91,0.91,1,1
402960453,0,1,1,0,1
34781884,0,1,0.79,0,4
13080257,0,1,0.97,1,1
9929667,0,,0.57,0,10
111130152,0,1,0.96,0,37
48822166,0,1,1,0,1
17384630,0,,,0,10
272590038,0,1,1,0,1
416205982,0,,0.5,0,2
8085934,2,0.9,0.94,1,2
479524599,0,,,0,1
438105398,0,,,0,1
798894,1,1,0.9,0,8
424717287,1,1,1,1,1
242695,2,1,0.5,0,2
143601884,0,1,1,0,4
6919137,2,1,,0,3
80785724,0,1,1,0,2
70094361,0,1,1,0,1
28278584,0,1,0.6,1,2
158989015,2,1,1,0,1
42641801,1,1,1,0,5
19648239,0,,,0,1
4956771,0,,,0,1
14123529,0,,,0,1
819926,0,,,0,2
1390560,0,,,0,1
2254647,0,,,0,2
351521,1,1,0.98,1,2
9556044,0,,,0,1
14455919,0,0.75,0.67,0,1
10447991,1,1,0.57,1,1
35647264,0,1,1,0,4
4112857,0,,,0,1
68006780,0,,,0,1
884031,0,,,0,2
3966257,0,1,1,0,4
243139693,3,0.43,1,0,2
12764059,1,1,0.5,0,1
939143,0,,,0,1
2131465,1,1,1,0,2
2809914,0,,,0,1
25455109,0,,1,1,1
8514075,0,,,0,1
17299207,0,,,0,3
2019864,0,,,0,1
40733135,0,1,1,0,1
7186263,0,,,0,2
21804668,0,,1,0,6
25701050,0,,,0,1
44511068,0,,,0,1
17532979,0,,,0,1
22460194,0,,,0,1
18082,0,,,0,1
1424665,0,,,0,3
48707723,0,,,0,2
14658034,0,,,0,1
33127238,0,,,0,1
33692231,0,,,0,1
36374671,0,,,0,1
43004,0,,,0,2
5791229,0,,,0,1
51469333,0,,,0,1
36998717,0,,,0,1
36980080,0,,,0,1
38049119,0,,,0,2
383048200,0,,,0,1
145703933,0,,,0,1
46807947,0,1,0.98,0,5
10738787,0,,,0,2
9837626,0,,,0,1
39358464,0,,,0,3
37104694,0,,,0,1
82194109,0,1,0.23,1,1
431457685,0,1,0.98,1,1
30477330,2,0.5,0.27,0,2
40602933,0,,,0,1
43742640,0,,0,0,1
47074126,0,,,0,1
670790,0,1,1,1,2
24716309,2,1,0.75,0,2
37827398,0,,,0,1
45861464,0,,,0,1
2036924,0,,,0,2
4977120,0,1,0.97,1,1
277171,0,,,0,3
50656147,0,,,0,1
52276423,0,,,0,1
12964888,0,,,0,2
57441626,0,,,0,3
51377565,0,1,1,1,2
29940253,0,1,1,1,3
57539251,0,,,0,5
17760910,0,,,0,1
20094703,0,,,0,2
10799993,0,1,0.98,0,2
253408,1,1,1,1,1
126377533,0,,1,0,3
4948789,0,1,0.99,0,86
6322888,0,,,0,1
56394076,0,,,0,1
62829414,0,,,0,1
13531970,0,1,0.98,1,3
3695503,0,,,0,2
2781593,0,,,0,1
187901994,1,1,1,0,2
162544799,0,,,0,5
65408121,0,,,0,3
51414109,2,0.6,1,0,4
77825422,0,,,0,1
40427418,0,,1,0,1
38725635,0,,,0,1
162568765,0,,,0,8
19823742,0,1,1,1,2
52652510,0,,,0,1
2092973,0,,,0,3
7018778,2,1,0.2,0,3
75949494,0,,,0,1
19036928,1,1,1,1,1
25459553,0,,,0,1
68004246,0,1,1,0,1
181848704,0,,,0,1
9592216,0,,,0,1
43773417,0,,,0,1
30046040,0,,,0,1
123584258,0,,,0,2
48192300,0,,,0,1
120270995,0,,,0,2
41011423,0,,,0,3
221917312,1,1,1,1,4
52836934,0,,,0,3
14152564,0,,,0,1
6489564,0,,,0,1
26867886,0,,,0,1
13606885,0,,,0,1
7899927,0,,0.88,1,1
38137065,0,1,1,1,1
105662796,0,,,0,1
123519134,0,,,0,1
31802418,0,,,0,1
20667539,0,1,0.98,0,4
63954328,0,,,0,1
70647357,0,,,0,2
110096797,0,,,0,6
10634326,0,1,1,1,1
58256818,0,,,0,1
100923344,0,,,0,3
109335480,0,,,0,2
17339834,0,,,0,1
6947844,0,1,1,0,2
136313456,0,1,0.92,0,6
83280793,0,,,0,1
86434230,0,,,0,3
33165248,0,1,0.99,1,1
471989305,0,1,0.95,0,2
21140715,0,,0.71,1,4
32423779,0,,,0,2
22164825,0,1,0.85,1,2
131017163,0,,,0,3
9968480,0,,,0,1
90058155,0,,,0,1
22507767,1,1,1,0,3
48490182,0,,,0,2
217414725,0,1,1,0,2
83596,0,,1,0,1
14096521,0,,,0,2
377122935,0,1,1,0,1
14342257,0,,,0,1
131308585,0,,,0,1
143631581,0,,,0,2
295496,0,,,0,2
409350754,0,1,1,1,1
9193448,0,,,0,2
387973559,0,1,0.96,0,21
372833366,0,1,0.75,0,2
10998036,0,,,0,6
105265886,0,1,1,1,1
11768471,0,,,0,2
85281391,2,1,1,0,1
3417401,0,,,0,12
75209798,0,,,0,1
21942371,0,1,1,1,2
33531043,0,,,0,1
4192134,0,,,0,3
39024396,0,,,0,4
266823945,2,0.67,0.71,1,1
469347301,2,1,0.75,0,2
7411743,1,1,1,1,2
10722540,0,,,0,8
31783,0,1,0.73,0,1
8122290,0,,0,0,3
362357180,0,1,1,0,7
46100707,0,,,0,1
35228960,0,,,0,1
2999767,0,,,0,1
46306795,0,,,0,1
43812214,0,1,1,1,2
46410261,0,,,0,1
48983021,0,,,0,1
137493110,0,,,0,1
39066367,0,,,0,1
83563768,0,1,0.97,1,1
64423896,0,,,0,1
132103713,0,,,0,1
47659458,0,,,0,1
103041172,0,,,0,1
59607801,0,,,0,1
13390573,0,,,0,2
86906608,0,,,0,1
160073374,0,,,0,3
1559936,0,,,0,2
160123783,0,,,0,4
46890267,0,,,0,6
15057466,2,1,0.5,0,1
62697011,0,,,0,2
8142368,0,,,0,2
146066123,0,,,0,2
99260611,0,,,0,1
35405173,0,,,0,2
147828052,0,,,0,1
73675594,0,,,0,5
92636097,0,,,0,1
186338228,3,0,,0,1
14952048,0,1,0.98,0,14
13760003,0,,,0,1
6886784,2,1,0.97,0,5
22958182,0,,,0,1
19352666,0,,,0,1
11186561,0,,1,1,1
174474629,0,,,0,1
190168259,0,,,0,1
65239989,0,,,0,3
163208285,0,,,0,6
98851773,0,1,0.97,1,2
161161418,0,,,0,1
24654251,0,,,0,3
3516946,0,,,0,3
105823326,0,,,0,1
297959513,0,,,0,2
162834537,0,,,0,7
301047953,2,1,0.67,0,1
304694974,0,,,0,1
214530899,0,,,0,1
28828437,0,,,0,1
102801647,1,1,0.78,1,8
48006033,0,,,0,4
53935095,0,1,0.88,1,2
51553166,0,,,0,1
40445876,0,,,0,1
7570924,0,,,0,1
78291775,0,,1,0,1
200442858,0,,,0,2
119848,0,1,0,0,3
2305260,0,,0.88,0,7
76291998,0,,,0,2
174309124,0,,,0,1
89431442,0,,,0,2
483421704,1,1,1,0,4
3322427,0,,,0,2
80875575,0,,,0,2
9636905,0,,,0,6
15643507,2,1,0,0,4
490596093,0,1,0.67,0,1
28642902,0,,,0,1
178669399,0,,,0,7
8014822,0,,,0,1
1980218,0,,,0,4
3626006,0,,,0,1
1753922,0,1,0.92,1,2
205574330,0,,,0,1
3427922,0,1,0.98,1,3
24598505,0,,,0,2
3859783,3,0,1,0,1
201364710,2,1,0.67,0,2
73364026,0,,,0,1
69405621,0,,,0,2
43638731,0,1,0.96,1,3
420866194,0,1,1,0,1
28249116,0,,,0,1
185357888,0,,,0,1
186834497,0,1,1,0,3
44706498,0,,,0,1
490036016,0,1,0.95,0,1
16885621,0,,,0,3
73236480,1,1,1,1,1
175525180,0,,,0,2
9040397,0,1,1,0,9
186724463,0,,,0,1
1804997,0,,1,0,1
40401221,0,1,0.99,1,7
261901548,0,,,0,2
57561942,0,,,0,2
104708228,0,,,0,1
50560599,0,,,0,6
43109674,0,1,1,1,1
30099936,0,,0.99,1,1
166401517,0,,,0,1
184340607,0,,,0,4
224993342,0,,,0,1
112790120,0,,,0,3
38584026,0,,,0,1
483368314,0,1,1,0,1
3543207,0,1,0.98,1,3
20873533,0,,,0,2
15135334,0,,,0,2
270570166,0,1,0.99,1,1
4702135,2,1,0,0,2
71817771,1,1,0.83,0,4
7249871,0,,,0,5
262228672,0,,,0,1
7155763,0,,,0,2
230692593,0,,,0,2
456038345,2,0.83,0.4,0,4
20651612,3,0,0,0,2
71165366,2,1,1,1,3
223764831,0,,,0,1
4577431,0,,,0,2
128453138,0,1,1,0,1
113109354,0,1,1,1,4
2365626,0,1,0.93,1,3
95221146,0,1,1,1,1
117865475,0,,,0,4
51322863,0,,,0,1
236147436,0,,,0,1
243728172,0,,,0,2
54622430,0,,,0,1
116447499,0,1,1,1,1
28994786,0,,,0,2
8287828,0,,,0,1
244629819,0,,,0,1
77857,0,1,0.93,1,1
207827441,0,,,0,1
21017016,0,,0.5,0,1
344717890,2,0.83,0.75,0,2
21452783,0,1,1,1,2
158346204,0,,,0,1
25504232,0,,,0,1
10122785,0,1,0.78,1,1
66134693,0,1,1,1,1
340280466,0,,0.9,1,1
11743692,0,,,0,1
307346791,0,1,0.95,1,5
477741035,0,,,0,1
100910463,0,,,0,1
252824941,1,1,1,0,3
3319782,0,,,0,11
118775882,0,,,0,2
54673915,0,1,0.98,0,6
130070303,0,,,0,1
382328109,0,,,0,2
192080544,0,,,0,1
21911194,0,,,0,3
126516079,0,1,0.98,1,2
14201714,1,0.75,,0,1
271743748,0,,,0,1
118574431,0,,,0,1
9771947,0,1,0.98,1,3
30563603,0,,,0,1
3104629,0,,,0,1
111427513,0,,1,0,2
340194288,0,,,0,1
72570634,0,,,0,3
15282219,0,1,1,1,2
57343299,0,1,0,0,1
18996535,1,1,1,0,1
251344122,0,,,0,1
67631110,0,,0.83,0,1
1872017,0,,,0,3
299777577,0,,,0,1
302354969,0,,,0,1
27717006,0,1,1,1,4
388701341,0,,,0,2
180968912,0,1,0.97,0,12
298580388,0,,,0,1
92867761,0,,,0,3
15110056,0,,,0,3
7137801,0,,,0,2
6742801,0,,,0,1
14212418,0,,,0,1
65829548,0,1,0.74,0,4
38576142,0,,,0,4
49909107,0,,1,1,1
82984937,0,,,0,5
298665487,0,,,0,1
282458748,0,,,0,2
139924215,0,,,0,1
130592738,0,,,0,3
229600113,0,1,0.92,0,301
386403274,0,,,0,1
23333250,0,,,0,1
341893801,0,,,0,2
335443611,0,,,0,1
321269371,0,,,0,5
99367514,0,,,0,1
32025722,0,,0.95,1,1
137172408,0,,,0,2
21535775,0,,,0,3
329645122,0,,,0,1
25455101,0,,,0,1
153985588,0,1,1,0,1
277936353,0,,,0,1
2272877,0,,,0,2
2066005,0,,,0,1
365294593,0,,,0,2
448029,0,,,0,1
257369700,0,,,0,1
25598356,0,,0.97,0,5
271417105,0,,,0,2
403582258,0,1,0.93,0,2
167669825,0,1,1,1,6
225152298,0,,,0,1
10726015,0,,,0,2
338238848,0,,,0,1
396849172,0,1,1,0,1
339088178,0,,,0,3
1773274,0,,,0,5
58099551,0,,,0,2
135149226,2,1,0.75,0,1
449011065,0,,1,1,2
16688875,0,1,0.84,1,1
114871749,0,,,0,1
394994773,0,,,0,1
398533199,0,,,0,2
162540,0,,0.67,0,5
77618755,0,,1,1,1
422200424,0,,,1,1
367577774,0,,,0,1
111205286,0,1,1,0,3
425061027,1,0.86,0.5,0,1
82930918,1,0.8,0.81,0,1
289021124,3,0,1,0,2
406212041,0,,,0,1
79691396,0,1,1,1,2
459580257,1,1,,0,1
25075914,0,,0,0,1
112482260,0,1,0.99,0,10
26602274,0,,0.67,0,1
31181912,0,1,1,1,1
76840244,2,1,,0,1
44172297,0,,,0,1
15487617,0,,,0,1
432265197,0,1,1,1,1
2378871,0,,0,0,2
235298164,1,1,0.78,0,1
279450801,0,1,1,1,4
156087887,0,,,0,3
289722823,0,1,0.83,1,1
374207096,0,0.97,0.97,0,2
105868,1,0.75,1,1,4
405981869,0,1,1,1,2
288745142,0,1,0.4,0,1
478438198,0,,,0,1
439918342,0,1,0.83,1,1
394713618,0,1,0.94,0,1
175904,1,1,0.75,0,1
166109911,0,1,0.98,1,14
37838743,0,1,1,1,3
828767,0,1,1,1,3
71207256,0,,,0,1
455061195,0,0.96,0.99,1,2
78329071,0,,,0,1
13137987,0,,0,0,10
4483584,0,1,1,1,10
100422256,3,0,0.17,0,1
290965658,1,0.7,0.99,0,1
15125461,1,1,0.53,1,1
422335166,0,1,0.93,0,2
427877715,0,1,1,1,1
447950522,0,1,1,0,1
21888559,0,1,0.96,0,2
75414976,0,1,0.78,0,1
3294465,0,,1,0,5
54568130,1,1,1,1,1
29269223,0,1,0.98,1,2
291700644,0,1,0.77,0,1
490477591,0,1,1,0,2
501736715,1,1,,0,1
439449360,1,1,0.8,0,1
243917789,0,0.93,0.91,0,2
6742105,0,,1,1,2
6574019,0,1,0.29,0,3
778833,0,,1,0,2
6230813,0,1,1,1,2
239439248,0,1,1,0,1
378909263,0,1,1,0,2
51873164,1,1,0.95,1,1
12882889,0,1,1,0,2
8718130,0,1,1,0,1
115972325,0,1,0.71,0,6
443782342,0,1,1,0,5
472293224,0,,,0,1
19191315,0,1,0.94,1,3
48901608,0,,,0,4
337095372,0,,,0,1
207663783,0,1,1,1,1
380971516,0,1,1,1,1
228120469,0,0.92,1,0,13
33411651,0,1,1,1,1
445028057,1,1,0.97,0,1
2782528,1,1,0.91,1,3
17969830,0,0.67,1,0,1
2825358,0,1,1,1,1
34593209,0,1,1,0,323
468032341,0,1,1,0,1
486145776,0,,,0,3
39161385,0,1,0,0,1
191304192,3,0,0,0,1
303949560,0,1,1,1,2
427112816,1,1,0.99,0,20
7808287,2,1,1,1,1
10202138,0,1,,0,2
444908650,3,0,,0,1
396462684,0,1,1,1,1
161325931,0,1,1,0,10
23090343,0,1,1,0,2
99692792,0,,,0,2
9952065,1,0.9,0.81,0,3
58250343,0,1,0.91,0,14
34486221,2,0.9,1,0,3
10854803,1,1,0.77,1,4
88798806,0,1,1,0,2
26088799,0,,,0,1
412769914,3,0,,0,2
432042486,3,0,,0,1
34062287,1,0.86,0.75,1,3
4508488,0,1,0.67,0,8
426196380,0,1,0.99,1,1
75078863,0,1,1,0,1
402902353,0,0.67,0.95,1,3
497773381,0,0.95,1,0,1
304329440,1,0.7,1,0,5
66512470,0,1,0.99,0,2
495049650,0,,,0,1
160557,1,1,0.89,1,1
25952079,2,1,0.8,1,7
9144105,0,1,,0,4
52828042,0,1,1,1,9
164512582,0,1,1,0,2
163706606,0,1,0.97,0,4
36365726,0,1,1,1,2
58794152,0,1,1,1,2
5065679,0,,1,0,4
154614511,0,1,0.92,0,4
31644132,0,,1,0,1
24495811,0,1,1,1,1
155984261,0,1,1,1,1
84607116,0,1,0.98,0,3
14697084,1,0.83,0.4,0,5
474381973,0,0.9,0.97,0,2
2073206,0,1,0.99,0,10
317335212,0,,0.33,0,1
23787269,1,1,1,1,1
289728981,0,1,1,1,2
2325861,0,1,1,0,3
114422884,0,1,1,0,28
351275988,0,1,1,1,1
11397094,0,1,0.99,1,3
5491670,0,1,0.99,1,2
488884743,0,1,1,0,1
7100267,0,1,0.89,0,1
305737796,0,0.94,1,0,5
160840,0,1,1,1,2
302434514,0,1,1,1,1
423595104,0,1,1,1,3
102769348,1,1,1,0,1
2349888,0,1,1,1,1
126660130,0,1,0.95,0,14
48363861,0,1,1,0,5
9698854,0,1,1,1,1
482533781,0,1,1,0,1
8554266,0,1,1,1,6
2380186,0,,,0,3
10702444,0,1,1,0,1
242583702,2,1,0.27,0,2
53728961,0,1,0.82,0,1
431033200,0,,,0,1
43229900,0,1,1,0,9
24915220,0,1,0.94,1,4
318726871,1,1,0.73,1,1
168992264,0,1,0.95,1,1
56721468,0,1,0.83,1,1
135683087,0,,,0,1
13993456,1,1,0,0,1
18086342,0,1,1,1,2
63619160,0,0.9,1,1,5
26687368,0,,0.5,0,2
89184195,1,1,1,0,1
55737726,0,,,0,5
37142731,0,1,1,0,1
445819974,0,1,1,0,4
128906129,3,0,,0,1
10529644,0,1,1,1,6
287155677,0,0.92,1,0,7
110652564,1,1,1,0,3
52091735,2,1,,0,9
1647202,0,,0.33,0,3
237231292,0,1,0.99,0,3
139962077,0,,,0,4
21101280,0,1,1,1,1
177221064,2,0.8,0.97,1,7
97435927,1,1,0.92,1,1
25153051,0,1,0.98,1,1
147971495,0,1,0.97,1,3
11243742,0,1,1,0,1
256833155,0,,,0,1
405007001,0,1,1,1,1
19649942,3,0,1,0,2
48199690,0,1,0.99,1,1
98826745,3,0,1,0,1
468365640,0,1,1,0,1
136398542,0,1,0.93,1,1
385541331,0,1,1,1,4
42731937,1,0.67,0,0,2
245988300,0,1,1,1,3
350432543,3,0,0.83,0,5
192188673,0,1,0.96,1,1
127603926,0,1,,0,1
49971616,0,1,0.98,1,3
240059032,0,1,0.67,0,2
4233994,0,1,,0,1
189814730,0,1,1,1,2
131652648,1,1,1,0,2
27424158,0,,,0,2
259309,0,,,0,1
109397811,0,,0,0,3
21153485,0,,0,0,1
85325997,0,1,1,0,4
262017069,0,1,0.91,1,1
152064805,0,1,1,1,1
287836690,0,,0,0,1
235470627,0,1,1,1,1
95474104,0,1,1,1,4
34703692,1,1,0.64,0,2
60057,0,1,0.75,0,2
144612682,0,1,1,1,1
5957823,0,,,0,1
406931466,0,1,1,1,8
949385,0,1,1,0,1
20450485,0,,,0,2
16293810,0,1,1,1,1
33226216,0,1,1,0,1
13209043,0,0.91,0.94,0,9
3607908,2,1,0.5,0,4
22968835,0,,,0,1
94642546,0,1,1,1,5
262270447,2,0.5,,0,1
28805917,2,1,0.75,1,4
442219623,0,1,0.98,1,1
10018593,2,1,1,0,5
2981129,0,1,0,0,4
174205275,1,1,0.67,0,1
1716078,0,,,0,2
262258029,0,1,0.98,1,3
497998723,1,0.6,1,0,1
177562078,0,1,1,0,4
31102739,0,,1,0,1
8927358,1,0.95,0.5,1,4
443869604,0,,,0,1
71003884,0,1,1,0,1
43717258,0,,,0,1
260745944,0,1,0.99,0,84
48079023,1,1,0.89,0,1
2630924,0,0.96,0.92,1,4
270626949,0,1,1,0,3
488877588,0,1,1,0,1
266841273,3,0,,0,2
486261,0,,,0,1
8425713,0,,1,1,1
434936271,0,1,0.87,0,1
141755746,1,1,1,1,2
132107331,0,,,0,1
126690293,0,1,1,1,4
159401466,0,1,0.99,1,3
260306107,0,1,1,0,3
2315125,0,1,1,0,3
187691185,0,0.92,1,0,1
139337568,0,0.9,1,0,36
335710316,1,1,,0,1
441614329,0,,0.33,0,1
259240636,0,,0,0,1
12930348,0,1,1,0,1
304957335,0,1,1,1,1
289867995,3,0,0.25,0,1
8057614,0,,1,0,1
163232216,1,1,1,0,1
34072124,0,1,0.98,1,1
168221179,3,0,0,0,2
38206976,0,,,0,1
296332168,0,1,0,0,1
484569715,0,1,0,0,1
4408313,0,1,0.67,1,7
248915160,2,1,0.5,0,4
29985646,1,1,0.5,0,6
248987806,0,,0.98,0,4
202108200,0,1,0.95,1,3
436484690,0,1,1,0,1
19114761,0,1,0.96,1,3
73628201,0,,,0,2
9494011,0,1,0.9,1,2
263976053,0,,,0,11
152860707,0,1,0.99,1,8
443246516,2,0.67,1,0,6
158882126,0,1,1,1,21
92382404,0,1,1,0,1
12226390,1,1,0.94,1,1
